billing_date,cust_id,product_id,revenue,active_users,total_logins,api_calls,storage_used_gb,support_tickets,response_time_hrs,feature_usage_score,customer_satisfaction,training_sessions,integration_count,data_processed_tb,uptime_percentage,performance_score,target,subscription_health_score,user_engagement_index,retention_probability,customer_health_index
2023-02-28,CUST_0069,prod_10,324.44,118.0,608.0,15691.0,162.1,11.0,26.3,0.87,8.5,3.0,3.0,2.3,98.17,0.75,0,0.9132368729885709,90.44062938492478,0.9336059578975283,94.50551904892808
2023-03-31,CUST_0069,prod_10,1088.63,160.0,1023.0,3390.9077813624044,17.5,0.694727609868556,3.7,1.3504102485769334,9.4,6.0,2.0,11.9,98.6,0.62,0,0.9672464003818706,88.67863226138435,0.9664972219318705,83.65118435669096
2023-04-30,CUST_0069,prod_10,1670.89,152.52646855745948,1081.0,16283.0,166.5,0.0,23.969248359627837,0.2594652290637529,8.667540361976801,4.0,3.0,10.4,140.59,0.25,0,0.9018663492682186,98.47888789917647,0.9602529704333456,92.94892183044944
2023-05-31,CUST_0069,prod_10,1938.73,114.0,2723.0,19095.0,154.5,18.0,8.9,0.19,6.2,13.0,9.0,1.0,98.3,1.6,0,0.9576672796010505,86.8422515493883,0.8144956503172631,86.79029502347367
2023-06-30,CUST_0069,prod_10,828.24,100.0,1764.0,11713.0,398.9,4.0,2.5,0.49,14.6,6.0,29.0,7.1,98.73,0.76,0,0.9308680458043291,88.42134711965846,0.8546249945523336,74.83810979876361
2023-07-31,CUST_0069,prod_10,1493.66,177.0,1682.0,9553.0,192.9,8.0,5.9,0.94,6.2,6.0,2.0,8.4,30.07,0.89,0,0.9670421643139763,100.92972935064029,0.8920266986441289,83.61069941289938
2023-08-31,CUST_0069,prod_10,1811.1,90.0,165.0,16238.0,245.8,9.0,7.7,0.97,4.7,2.0,5.0,18.9,99.07,0.94,0,0.9917387129686415,100.37028788749652,0.7721557206173951,89.72310278087897
2023-09-30,CUST_0069,prod_10,1853.49,46.0,1736.0,11609.0,329.2,-1.0,6.9,1.41,9.3,7.0,8.0,12.2,98.12,1.73,0,0.9457012419332667,97.50116302169907,0.9917126348317924,92.41753200199683
2023-10-31,CUST_0069,prod_10,392.0064971782557,69.0,521.0,15839.0,297.3,5.0,12.0,1.63,4.7,1.3519161296419455,2.0,23.1,97.47,0.61,0,0.9080575899081342,84.51339260045253,0.8898920449261538,74.8808942891539
2023-11-30,CUST_0069,prod_10,674.68,66.0,295.0,2040.0,82.7,0.0,6.2,0.81,3.9,0.0,10.0,10.2,46.59,0.44,0,0.9558849393332356,86.85349551372964,0.9406800721079195,86.54232329203349
2023-12-31,CUST_0069,prod_10,714.46,121.0,1644.0,950.0,28.7,8.0,0.8,0.35,9.2,2.0,14.0,1.0,99.26,0.8,0,0.925495970292754,96.0262744579471,0.9703852781809789,81.41860911540027
2024-01-31,CUST_0069,prod_10,2108.73,101.0,610.0,1745.0,180.3,2.0,11.8,0.6,9.3,6.0,4.0,-0.0,100.15,0.84,0,0.9321182845927564,87.68537941274458,0.9489866376954693,87.45997884681485
2024-02-29,CUST_0069,prod_10,2640.72,69.0,2406.0,10640.0,309.7,4.0,5.0,0.71,3.3,6.0,2.0,24.4,73.51,0.34,0,0.9821945901906493,98.68860366984683,0.8945784201972742,88.84993698410197
2024-03-31,CUST_0069,prod_10,1761.31,143.0,294.0,13436.0,124.6,1.0,0.5,0.7,5.5,3.0,3.0,39.3,97.42,0.41,0,0.9989563184423307,86.6495383201298,0.8691964894514012,77.63570246217037
2024-04-30,CUST_0069,prod_10,855.1911474931981,122.0,443.0,27915.0,10.3,7.0,7.2,0.1537498007833005,5.883935290604102,11.0,5.0,21.4,98.31219011051505,0.5520251765037006,0,0.958642843559809,84.15744085262303,0.9962614233913953,73.01295685515363
2024-05-31,CUST_0069,prod_10,2072.75,96.0,254.0,15882.0,117.9,2.0,9.4,0.26,7.9,4.0,13.0,5.7,159.45,0.81,0,0.9568651671058876,93.20951438530795,0.8885657927652916,89.34165398510233
2024-06-30,CUST_0069,prod_10,112.45,45.0,861.0,4615.0,56.0,10.0,5.9,-0.01,1.5,0.0,8.0,5.8,95.34,0.5,1,0.15006196702006452,25.047480691150017,0.15682177765565763,34.01678291318715
2023-01-31,CUST_0070,prod_01,1244.56,136.0,872.0,4580.0,168.8,2.0,31.2,0.51,6.1,6.0,6.0,15.8,97.53,0.38,0,0.9968402296464545,94.09748687876498,0.8748611958200588,76.53626983194887
2023-02-28,CUST_0070,prod_01,1847.89,121.0,1456.0,14486.0,173.7,4.0,5.2,1.05,9.5,8.0,2.0,5.1,99.2,0.73,0,0.9196220042944937,88.90987314596347,0.9652258078674074,92.85899391783789
2023-03-31,CUST_0070,prod_01,855.99,134.0,239.0,19587.0,116.7,2.0,8.3,0.38,17.8,2.0,8.0,23.5,100.2,0.69,0,0.9121766747559809,95.0863866053425,0.87549006090443,87.50630425285833
2023-04-30,CUST_0070,prod_01,247.8,148.0,1514.0,26011.0,183.4,10.0,17.1,0.83,16.2,5.0,25.0,6.5,171.49,1.24,0,0.9041855768447111,96.68593732747506,0.7909350678287711,89.56248278970831
2023-05-31,CUST_0070,prod_01,745.08,142.0,1498.0,3241.0,18.4,10.0,25.9,0.86,12.9,5.0,30.0,1.7,98.47,0.22,0,0.9737141212876774,97.694372272785,0.9131414672685426,79.60704768368603
2023-06-30,CUST_0070,prod_01,598.69,169.0,1900.0,16055.0,165.1,1.0,0.9,0.85,1.8,2.0,17.0,12.2,98.93,0.2,0,0.9725473120680665,88.42260906801413,0.8269981507501465,74.28292996633482
2023-07-31,CUST_0070,prod_01,1396.12,274.0,627.0,3655.0,101.8,1.0,9.1,0.72,8.0,11.0,10.0,17.8,92.27,0.9,0,0.9616897598575443,91.77606868283021,0.8890665761586162,96.00105264427602
2023-08-31,CUST_0070,prod_01,1543.3,150.0,108.0,13464.0,195.4,9.0,3.3,0.88,2.3,7.0,12.0,18.9,115.18,0.66,0,0.9781203452928604,84.43398781223678,0.8280721658000699,68.73872399039006
2023-09-30,CUST_0070,prod_01,294.73,103.0,754.0,11292.0,144.5,10.0,0.9,0.41,9.5,4.0,1.0,9.3,137.19,1.82,0,0.9465271183355906,96.22408966195125,0.893188174276193,84.178999931397
2023-10-31,CUST_0070,prod_01,3081.62,22.0,1639.0,12204.0,368.2,5.0,7.8,0.85,2.8,6.0,2.0,19.3,99.42,0.87,0,0.9560876613471987,94.71253589158908,0.8328325685316238,84.5267002769464
2023-11-30,CUST_0070,prod_01,1358.79,335.0,2823.0,9244.0,100.6,9.0,11.0,0.6,8.9,15.0,3.0,7.6,99.62,1.05,0,0.9534711309795866,89.01220822540718,0.7441436206317931,99.00703329843988
2023-12-31,CUST_0070,prod_01,2160.84,28.0,751.0,6304.0,341.1,5.0,10.8,0.53,5.0,6.0,26.0,7.8,98.68,1.65,0,0.9777678885945004,97.23781081324233,0.9260007541293488,87.44284707435337
2024-01-31,CUST_0070,prod_01,1714.89,63.0,2012.0,8082.0,223.0,7.0,20.0,0.32,17.8,9.0,3.0,1.2,100.34,0.27,0,0.9554561359753746,97.94499750858401,0.7979066238182783,87.74384050943223
2024-02-29,CUST_0070,prod_01,473.38,222.0,307.0,1163.0,83.9,4.0,11.2,0.78,1.8,6.0,8.0,1.0,127.2,0.62,0,0.9016432324879641,96.05452144474336,0.9053949047797561,100.35470696231356
2024-03-31,CUST_0070,prod_01,532.37,142.85944659865604,1052.9746231158524,1237.0,37.6,0.0,2.208357179696256,0.83,4.1,15.0,6.868520284231659,29.7,97.51,0.87,0,0.9096040229214487,97.76167032102094,0.8556646757046499,86.41103517075399
2024-04-30,CUST_0070,prod_01,1533.7,24.0,767.0,11107.0,34.8,4.0,9.4,1.05,8.8,10.0,29.0,7.7,98.41,0.23,0,0.9934684811931298,92.66801226069248,0.8451207848053699,88.8225526810213
2024-05-31,CUST_0070,prod_01,786.2,37.0,246.0,5554.0,6.9,6.0,1.6,1.07,10.3,6.0,9.0,26.4,98.45,0.76,0,0.9729144713335747,90.75147491440467,0.9527547201233981,81.64384536185592
2024-06-30,CUST_0070,prod_01,3743.4,160.0,2326.0,21239.0,124.2,3.0,3.7,1.14,7.4,5.0,1.0,4.3,98.02,0.65,0,0.978183981587923,92.04115821486262,0.7502933271064205,90.82643358749688
2024-07-31,CUST_0070,prod_01,1663.27,26.0,508.0,16806.0,35.1,5.0,0.6,0.66,7.5,9.0,8.0,12.8,97.08,1.78,0,0.9766544005582833,99.88990145570332,0.9960616384758656,86.8117867317222
2024-08-31,CUST_0070,prod_01,1719.38,55.0,998.0,6029.0,90.1,3.0,13.1,0.45,5.9,6.0,8.0,17.9,100.09,0.81,0,0.9823952280578394,90.35316945166063,0.9672092791726876,97.35677558652785
2024-09-30,CUST_0070,prod_01,454.0206867102374,57.0,721.5070452252814,35427.0,211.1,0.0,16.3,0.49,9.8,0.0,9.0,17.1,98.8,1.95,0,0.9520244679506805,99.37766525032106,0.9390139702878615,77.50188598714487
2024-10-31,CUST_0070,prod_01,599.77,6.0,3102.0,15891.0,124.5,6.0,13.6,0.57,6.1,11.0,21.0,15.8,99.41,1.01,0,0.9886342739853096,87.16885826275386,0.8532103440411767,81.55348466394011
2024-11-30,CUST_0070,prod_01,296.22,16.0,763.0,2928.0,19.4,0.0,14.3,0.83,8.6,5.0,12.0,17.2,97.48,0.96,0,0.9887173221738914,95.6600576508788,0.8208152782283024,84.51517201354493
2024-12-31,CUST_0070,prod_01,668.75,84.0,1400.0,12792.0,376.2,7.0,10.5,1.74,8.5,5.0,12.0,15.5,98.58,0.96,0,0.9818837687259964,95.52622149938344,0.9265192963885938,96.61282607116974
2025-01-31,CUST_0070,prod_01,884.88,237.0,656.0,2753.0,62.4,10.0,-0.4,0.8,5.8,4.0,16.0,13.3,97.79,1.89,0,0.9552072821517934,89.16300674549134,0.9173435995143973,72.25719254998704
2023-01-31,CUST_0070,prod_02,1935.98,58.0,129.0,8993.0,150.2,9.0,13.9,0.71,5.2,7.0,11.0,35.9,99.22,0.87,0,0.963377945472103,89.20003713724216,0.9079448154049041,89.55615261578744
2023-02-28,CUST_0070,prod_02,438.75,227.0,1506.0,2678.0,65.0,9.0,7.4,0.75,10.0,7.0,10.0,13.9,98.33,0.67,0,0.9560699677428494,96.1039276460136,0.9061046900656808,84.13084807341176
2023-03-31,CUST_0070,prod_02,2832.89,370.0,511.0,910.0,157.7,8.0,10.6,0.78,6.0,3.0,11.0,11.5,98.19,1.91,0,0.9537953565241893,91.28891805337011,0.972004996679409,71.27843433406998
2023-04-30,CUST_0070,prod_02,899.79,75.0,165.0,25555.0,1.7670549564334586,9.0,13.4,0.7830468080392314,4.8,5.0,16.0,5.1,87.31784361875813,0.78,0,0.955100183796806,85.11263023392705,0.8035090069576618,72.40093838688605
2023-05-31,CUST_0070,prod_02,3257.62,121.0,1772.0,32316.0,78.0,6.0,13.7,0.59,2.4,2.0,10.0,16.0,97.88,0.28,0,0.9133083311803021,85.08424444530863,0.9250028846361219,72.60732465112623
2023-06-30,CUST_0070,prod_02,848.9,20.0,96.0,6661.0,14.4,1.0,9.4,0.2,18.2,1.0,22.0,13.7,83.12,0.45,0,0.9575751772150339,88.34688355968005,0.8890122398399006,93.65804209237464
2023-07-31,CUST_0070,prod_02,3063.36,215.0,698.0,1069.0,120.5,3.0,0.9,0.45,2.0,8.0,29.0,7.5,97.34,0.85,0,0.946019812013097,81.9772744404575,0.7792963665164367,91.0071719740535
2023-08-31,CUST_0070,prod_02,1136.1,111.0,171.0,12636.0,73.2,5.0,2.1,0.58,3.9,5.0,13.0,35.3,99.25,0.82,0,0.9127740321969064,89.91812494463193,0.8156674695170164,76.5276742883383
2023-09-30,CUST_0070,prod_02,579.1,29.0,3707.0,3032.0,91.0,9.0,27.3,1.01,16.6,1.0,12.0,12.6,98.38,1.02,0,0.9950621133121689,90.44471671966306,0.776318687777986,91.4678680546935
2023-10-31,CUST_0070,prod_02,1238.4,157.0,1198.0,38523.0,149.8,6.0,7.0,1.53,6.0,1.0,13.0,22.5,190.98,0.65,0,0.9401439580025743,88.92081821368724,0.8772316775469857,94.60827456822281
2023-11-30,CUST_0070,prod_02,1659.65,155.0,541.0,29144.0,103.6,0.0,11.2,0.75,3.1,6.0,8.0,36.6,97.46,0.9,0,0.9422340724053931,87.10800313179666,0.8866821223212883,107.46265818550044
2023-12-31,CUST_0070,prod_02,1593.48,176.0,733.0,13704.0,21.3,7.0,3.0,0.33,15.2,4.0,12.0,15.9,100.24,0.97,0,0.9057929499481997,88.29327894755366,0.8523834014063699,89.33609467585167
2024-01-31,CUST_0070,prod_02,2460.92,98.0,1235.0,6530.0,148.0,2.0,16.5,0.76,9.5,4.0,2.0,6.2,65.22,1.66,0,0.9394952520701155,91.60841011027325,0.8663478689976436,97.75846249140393
2024-02-29,CUST_0070,prod_02,849.3,95.0,1907.0,15320.0,89.3,2.0,9.3,0.84,7.7,2.0,10.0,14.4,97.49,1.21,0,0.9365991971559894,92.77312976158817,0.8266093090783884,80.06403250157791
2024-03-31,CUST_0070,prod_02,3266.94,57.0,3243.0,20724.0,92.7,4.0,22.9,1.09,6.4,4.0,8.0,10.2,99.26,0.88,0,0.9006460400135061,90.30176485987815,0.9079855184504502,76.54534244595185
2024-04-30,CUST_0070,prod_02,731.02,148.0,2254.0,21806.0,128.6,1.0,0.7,1.26,4.5,13.0,14.0,10.5,97.58,0.68,0,0.9675133276361549,89.07138589511432,0.8879443734633409,74.77357605730386
2024-05-31,CUST_0070,prod_02,316.91,24.0,1868.0,12289.0,44.3,4.0,11.7,0.8,8.0,7.0,23.0,5.4,100.13,0.71,0,0.9506556633343761,94.75550831032041,0.8721799482733217,96.91030365189802
2024-06-30,CUST_0070,prod_02,1181.93,133.0,121.0,17405.0,366.9,0.0,9.1,1.09,6.4,5.0,6.0,11.7,98.0,0.54,0,0.9323866255418267,87.12284136697322,0.9524701196802963,92.59035354294522
2024-07-31,CUST_0070,prod_02,1762.84,148.0,1449.0,4244.0,75.8,-1.0,5.5,0.74,8.4,5.0,8.0,1.3,67.96,0.87,0,0.9270264167939489,90.66178106516958,0.9272177354362706,84.04051631712383
2024-08-31,CUST_0070,prod_02,287.68,229.0,1853.0,19094.0,81.9,3.0,11.3,0.65,6.9,3.0,2.0,12.3,99.18,0.56,0,0.9274904690244004,86.80019821268057,0.7964303990506155,85.69030194805106
2024-09-30,CUST_0070,prod_02,789.68,154.0,517.620531823742,14705.0,190.5,0.0,6.2,0.3766984843391465,3.002283132660848,1.0,19.0,20.5,99.6,0.6,0,0.9467316380581922,89.45089100741745,0.7827342425235728,97.47805179915507
2024-10-31,CUST_0070,prod_02,3131.57,169.0,3556.0,39206.0,172.3,-2.0,1.0,1.06,6.3,1.0,6.0,15.1,99.98,0.88,0,0.9460146058839388,95.52628986114289,0.8459128083594378,78.76744275990865
2024-11-30,CUST_0070,prod_02,1621.76,18.0,2471.0,15861.0,101.5,7.0,5.4,0.91,8.1,2.0,11.0,12.1,97.54,0.81,0,0.9407072576805098,95.99185726265328,0.8925151436091273,92.99555894166002
2024-12-31,CUST_0070,prod_02,1448.0,153.0,2355.0,11310.0,328.4,13.0,5.8,0.58,9.9,11.0,9.0,13.9,99.59,0.76,0,0.9518524782070198,91.3616307091085,0.9234182923839122,87.66629668441531
2025-01-31,CUST_0070,prod_02,1740.4,54.0,2225.0,9303.0,189.9,9.0,13.4,0.67,8.8,6.0,10.0,9.3,99.45,0.53,0,0.9495304973055176,88.9519551963601,0.8353766660237049,83.29262768745825
2023-01-31,CUST_0070,prod_05,1372.89,91.0,1386.0,15993.0,173.7,10.0,0.9,0.29,8.0,3.0,11.0,11.5,97.01,0.83,0,0.908413022000005,87.78401940333855,0.8638635891917665,93.80920908098044
2023-02-28,CUST_0070,prod_05,2843.04,295.0,1609.0,6239.0,93.6,9.0,5.4,0.98,9.3,2.0,18.0,6.4,99.42,0.79,0,0.9909583053691494,91.73471464423454,0.8388792050693552,73.90705357407279
2023-03-31,CUST_0070,prod_05,1286.06,39.0,664.0,22615.0,91.2,6.0,12.6,0.48,8.4,1.0,6.0,39.1,98.29,1.4,0,0.9376364123081129,89.62424400423387,0.7841065703295336,76.6575453656606
2023-04-30,CUST_0070,prod_05,2087.6786201966324,334.0,142.34223362558402,5047.0,17.9,13.0,7.7,0.99,2.861732594339991,8.0,4.059133565814819,20.2,99.71,1.85,0,0.927478407526682,92.625041787576,0.8446836630831578,96.22562339254192
2023-05-31,CUST_0070,prod_05,2084.81,190.0,387.0,26069.0,37.0,2.0,0.7,1.26,18.8,12.0,13.0,12.8,98.76,1.02,0,0.964544610213297,95.31147995135984,0.8437491690786052,75.47709990827602
2023-06-30,CUST_0070,prod_05,2098.86,69.0,847.0,9196.0,100.4,0.0,5.5,0.71,10.0,5.0,5.0,12.3,161.28,0.67,0,0.9543886726554338,99.65339699334308,0.9167714500277518,77.73528945218033
2023-07-31,CUST_0070,prod_05,1290.01,25.0,1731.0,11804.0,320.0,9.0,10.5,0.71,19.1,6.0,5.0,15.2,97.25,0.75,0,0.9753350967408945,93.30753746464248,0.8739798563431533,78.46664641347765
2023-08-31,CUST_0070,prod_05,1737.51,27.0,1511.0,14946.0,156.2,18.0,5.7,0.47,8.4,5.0,6.0,11.1,97.89,0.69,0,0.9251394660562766,88.71510226687306,0.7512741288029726,80.63673902934289
2023-09-30,CUST_0070,prod_05,1443.62,154.0,968.0,8852.0,152.7,0.0,16.0,0.39,8.0,1.0,15.0,37.8,98.55,0.68,0,0.9581168170297689,97.83917562812967,0.8391298892507995,101.80489180814834
2023-10-31,CUST_0070,prod_05,1685.5,170.0,1748.0,14976.0,202.1,7.0,12.4,1.63,7.8,8.0,4.0,39.1,99.24,0.87,0,0.9752311834339149,89.14486880178896,0.8841603969277123,100.35477401472714
2023-11-30,CUST_0070,prod_05,1612.1914188554815,47.0,670.7608419149536,1215.5319885807348,53.6,2.0,10.5,0.52,9.2,3.0,2.0,15.6,97.42,0.43,0,0.9283360398790996,95.68461165219169,0.8333645221542038,77.9523044508497
2023-12-31,CUST_0070,prod_05,1547.36,141.0,693.0,15923.0,208.8,6.0,5.6,1.94,7.2,1.0,10.0,1.3,98.75,0.76,0,0.9554835457025648,98.55702812988048,0.8245561073987124,77.1719187999476
2024-01-31,CUST_0070,prod_05,309.94,8.48897853167952,2169.0,7927.775694206748,44.3,1.0,9.3,0.68,6.1,6.0,9.0,15.9,98.84,0.32,0,0.9159046427240474,95.62766132160222,0.9061405549847743,83.69487721198703
2024-02-29,CUST_0070,prod_05,964.81,70.0,1708.0,2792.0,184.3,0.0,10.7,0.4,7.8,4.0,11.0,14.3,97.81,1.44,0,0.9234081487662943,93.70300306113695,0.8995505854494463,72.03347457205804
2024-03-31,CUST_0070,prod_05,981.9,161.0,583.0,13017.0,158.1,15.0,7.7,1.47,7.8,6.0,13.0,6.3,197.79,0.58,0,0.9826900594015132,82.40732022493481,0.8554873312493186,92.77823190839749
2024-04-30,CUST_0070,prod_05,2175.62,152.0,779.0,1344.0,120.2,2.0,7.3909853620493635,0.5216803352496049,9.8,7.0,7.054513958059904,14.3,97.64,1.6712449982846571,0,0.9908625160680203,86.4545247029864,0.9134503569339504,77.76201033314372
2024-05-31,CUST_0070,prod_05,1828.03,63.0,21.495615561411768,16178.0,61.91267940352615,11.016577399488847,5.2,0.74,8.7,1.0,5.0,0.1763124392104642,99.24,0.69,0,0.9934312566487703,87.23675536704594,0.8572509562726441,80.50168506353081
2024-06-30,CUST_0070,prod_05,1184.86,399.0,1084.0,19985.0,18.9,5.0,11.5,0.96,5.5,9.0,7.0,14.1,97.17,0.7,0,0.9395110985542005,96.87052353760957,0.8683156160970418,75.4913313206828
2024-07-31,CUST_0070,prod_05,883.69,64.0,1740.0,1426.0,57.5,8.0,10.2,0.62,9.7,2.0,10.0,26.7,99.04,0.85,0,0.9526834248354502,96.92468533220934,0.9017740028250375,88.31205522975239
2024-08-31,CUST_0070,prod_05,1477.46,124.0,1300.0,21962.0,80.3,9.0,0.4,0.45,9.3,14.0,3.0,14.3,99.49,1.29,0,0.945118133165309,97.61981826203986,0.9456992715617345,75.40611917340387
2024-09-30,CUST_0070,prod_05,1009.67,145.0,256.0,29528.0,22.8,16.0,11.0,0.33,13.5,12.0,11.0,6.7,98.46,0.77,0,0.9666832001747999,86.06519626388497,0.7622114877949269,93.96881896342423
2024-10-31,CUST_0070,prod_05,1204.42,19.0,263.0,2057.0,168.2,2.0,7.6,0.51,7.4,9.0,4.0,17.6,63.28,0.2,0,0.923279106083133,94.14670662472199,0.9425475288063465,90.04981121194115
2024-11-30,CUST_0070,prod_05,1169.83,166.0,2774.0,8479.0,202.0,-1.0,6.6,0.45,15.5,2.0,4.0,12.0,36.57,0.6,0,0.9229518384997082,92.79490673134191,0.8584700836485134,75.97903269166024
2024-12-31,CUST_0070,prod_05,3674.45,103.0,1407.0,38140.0,143.8,-1.0,8.1,1.56,4.9,5.0,3.0,5.6,33.61,1.15,0,0.9541760302866453,84.96885249284699,0.9099878860899128,89.97861507581224
2025-01-31,CUST_0070,prod_05,1406.27,88.0,3747.0,21513.0,116.4,1.0,8.1,1.91,5.1,3.0,5.0,7.7,98.89,0.64,0,0.9239168042510414,94.28538963885056,0.8680468855428618,98.19785472948791
2023-01-31,CUST_0070,prod_09,1522.38,205.0,1842.0,2567.0,122.4,4.0,7.6,0.9,6.5,5.0,12.0,8.0,99.47,1.78,0,0.9243065098887718,89.09889245331573,0.7760631639778671,96.86129359536537
2023-02-28,CUST_0070,prod_09,1484.41,16.0,1249.0,413.2722561244624,210.8,9.0,6.2,0.78,9.2,8.0,0.7999509138490335,14.1,97.5502875358422,0.24,0,0.9229931084004109,89.40934281889047,0.9474092496964022,96.85323019382258
2023-03-31,CUST_0070,prod_09,449.71,113.0,783.0,13355.0,144.1,5.0,3.6,0.4,5.9,1.0,7.0,24.1,72.14,0.47,0,0.9023253619892504,94.2457856962464,0.9363922195404527,94.69991069938037
2023-04-30,CUST_0070,prod_09,1829.44,37.0,1677.0,3139.0,128.9,6.0,18.7,0.79,2.1,5.0,3.0,20.8,97.26,0.6,0,0.9831174721320138,94.85669378475671,0.8469952545546953,81.72283171519074
2023-05-31,CUST_0070,prod_09,1495.49,85.0,1601.0,13131.0,174.1,9.0,13.1,0.84,9.7,10.0,12.0,0.8,99.08,0.92,0,0.9697744622335926,84.16695297139911,0.8779383390638485,71.34851022587826
2023-06-30,CUST_0070,prod_09,1648.78,341.0,186.0,7899.0,180.4,6.0,25.3,0.68,16.3,3.0,4.0,1.7,98.91,1.31,0,0.9370625706146283,85.04989132027717,0.911384612336163,89.52756326088661
2023-07-31,CUST_0070,prod_09,3418.28,58.0,1399.0,10301.0,126.7,8.0,0.1,0.59,6.8,14.0,9.0,15.5,98.12,0.77,0,0.9290136571642555,101.78542431845031,0.8521555200307706,83.21733922691381
2023-08-31,CUST_0070,prod_09,410.69,126.0,1113.0,10788.0,164.7,16.760833718572158,0.6,0.3,9.01273880663836,3.0,19.0,1.9,66.75,0.98,0,0.931063041184461,101.72337919360852,0.9123630455402754,89.79309360871696
2023-09-30,CUST_0070,prod_09,957.75,97.0,556.0,20849.0,69.9,0.0,16.3,0.69,6.0,9.0,5.0,4.4,81.29,0.81,0,0.9880075313758353,97.1021472337146,0.8346460860341528,102.2712561321185
2023-10-31,CUST_0070,prod_09,513.84,157.0,337.0,13120.0,85.1,19.0,11.8,0.85,10.1,3.0,6.0,27.5,94.41,0.71,0,0.9488200185614927,95.16114623843956,0.8460845066677578,82.98794829640532
2023-11-30,CUST_0070,prod_09,1594.38,79.0,797.0,980.0,28.5,10.0,0.4,0.33,6.9,7.0,6.0,5.0,97.05,0.9,0,0.9114316346712708,85.06396162343293,0.7766024444286496,84.26264961760546
2023-12-31,CUST_0070,prod_09,856.22,81.77886278640878,269.0,9056.0,25.9,12.0,28.04199611689048,0.91,4.6,1.0,12.0,9.4,124.03199857666456,0.7571285213240122,0,0.9556188066365355,101.21382772245315,0.9485067243218493,88.53066703177448
2024-01-31,CUST_0070,prod_09,1349.03,212.0,1771.0,2090.0,83.3,5.0,5.0,0.79,16.4,6.0,6.0,11.6,98.78,0.17,0,0.9785191029491329,90.99539217898773,0.842696483332323,89.6112641872294
2024-02-29,CUST_0070,prod_09,1768.58,114.0,1555.0,5148.0,153.9,5.0,2.3,1.22,5.3,11.0,11.0,15.1,98.16,1.5,0,0.9299878211776427,89.40313227465137,0.8036002683453116,97.85310574940411
2024-03-31,CUST_0070,prod_09,1391.41,334.0,873.0,20742.0,134.6,15.0,10.1,0.26,9.4,0.0,13.0,16.7,98.15,0.66,0,0.9030488475251072,91.99924524976372,0.8982327380318812,95.24287530188901
2024-04-30,CUST_0070,prod_09,1225.47,82.0,1079.0,26058.0,200.1,4.0,7.1,0.83,8.4,8.0,5.0,0.2,99.74,0.73,0,0.967048825790935,89.95782111803031,0.8886339927533612,84.40572789953401
2024-05-31,CUST_0070,prod_09,274.0,103.0,524.0,5892.0,51.8,10.0,3.0,0.49,9.0,7.0,8.0,9.5,98.43,0.88,0,0.9652337165437688,87.99785990315243,0.914283789894446,88.63363351725927
2024-06-30,CUST_0070,prod_09,723.71,91.0,1589.0,6492.0,180.0,0.0,3.7,0.6,4.6,1.0,20.0,2.9,97.57,0.68,0,0.9297606726306297,84.34611309456398,0.9079171406560136,88.06236275946067
2024-07-31,CUST_0070,prod_09,1871.09,97.0,1083.0,11166.0,78.70218283791488,7.0,12.1,0.43,2.6,3.815936090769189,23.0,2.656005017044584,180.23,0.58,0,0.9351521012679525,93.3158442499277,1.0283995302097941,80.01966837529173
2024-08-31,CUST_0070,prod_09,1993.96,84.0,1518.0,9031.0,10.9,6.0,0.8,1.01,9.7,1.0,27.0,15.7,97.11,0.87,0,0.9342535308501873,96.25525556504432,0.9043602601919611,88.65537958922998
2024-09-30,CUST_0070,prod_09,1862.78,165.0,233.0,5392.0,392.1,2.0,5.0,0.87,8.3,3.0,12.0,24.8,98.56,1.16,0,0.963277886249702,89.3626508049071,0.8028880493092821,80.52277412763473
2024-10-31,CUST_0070,prod_09,679.22,168.0,1352.0,4703.0,64.7,7.0,3.5,0.79,4.7,9.0,6.0,9.7,98.44,0.24,0,0.9825709393931632,90.37535444876478,0.8766956501578349,84.16214585036019
2024-11-30,CUST_0070,prod_09,698.31,14.0,590.0,5625.0,59.7,3.0,20.797920337675347,0.85,8.4,1.0,14.0,9.16218498941886,97.71,0.98,0,0.9808057366170619,98.90282715771721,1.0062744339796335,73.28208239343553
2024-12-31,CUST_0070,prod_09,1108.58,173.0,3661.0,15860.0,197.7,11.0,0.5,0.71,9.9,4.0,2.0,38.2,99.7,0.46,0,0.9243817138973551,87.95817417980435,0.8850176147478235,78.9386785075803
2025-01-31,CUST_0070,prod_09,490.37,134.0,734.0,23305.0,5.1,9.0,7.3,0.88,5.7,6.0,2.0,19.5,98.06,1.39,0,0.9017244482964554,93.62953719850809,0.8232058373385245,86.32832475672853
2023-01-31,CUST_0070,prod_10,3874.61,95.0,1070.0,8732.0,98.4,3.0,16.4,0.45,8.3,6.0,19.0,2.0,128.27,1.55,0,0.9109195720931391,91.36257364991275,0.9226353750527566,65.48995585387047
2023-02-28,CUST_0070,prod_10,1389.45,120.0,680.0,13602.0,109.0,20.0,5.1,0.93,9.9,7.0,8.0,13.8,62.77,0.76,0,0.9549717531844373,90.47388623241511,0.8755784957855517,92.51505070701204
2023-03-31,CUST_0070,prod_10,972.06,124.0,230.0,4914.0,20.1,0.0,10.6,0.63,4.5,1.0,15.0,1.5,98.99,0.43,0,0.9491429897246142,94.84043099519805,0.9422490162864124,91.40683640725213
